drug1,pubchem_id1,drug2,pubchem_id2,cell,label
Quinacrine hydrochloride,6239,cis-Platin,441203,BT549,0
Quinacrine hydrochloride,6239,NSC-127716,451668,BT549,1
Quinacrine hydrochloride,6239,Ixabepilone,6445540,BT549,0
Quinacrine hydrochloride,6239,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Quinacrine hydrochloride,6239,Emcyt (Pharmacia),54611422,BT549,0
CYTARABINE HYDROCHLORIDE,6252,CHEMBL17639,1546,BT549,0
CYTARABINE HYDROCHLORIDE,6252,"Azacytidine, 5-",1805,BT549,0
CYTARABINE HYDROCHLORIDE,6252,amifostine,2141,BT549,0
CYTARABINE HYDROCHLORIDE,6252,anastrozole,2187,BT549,1
CYTARABINE HYDROCHLORIDE,6252,busulfan,2478,BT549,0
CYTARABINE HYDROCHLORIDE,6252,carmustine,2578,BT549,0
CYTARABINE HYDROCHLORIDE,6252,cyclophosphamide,2907,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Fludarabine Base,3367,BT549,1
CYTARABINE HYDROCHLORIDE,6252,hydroxyurea,3657,BT549,0
CYTARABINE HYDROCHLORIDE,6252,NSC256439,3685,BT549,0
CYTARABINE HYDROCHLORIDE,6252,ifosfamide,3690,BT549,0
CYTARABINE HYDROCHLORIDE,6252,methoxsalen,4114,BT549,0
CYTARABINE HYDROCHLORIDE,6252,mitotane,4211,BT549,0
CYTARABINE HYDROCHLORIDE,6252,pipobroman,4842,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Imatinib,5291,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Vorinostat,5311,BT549,0
CYTARABINE HYDROCHLORIDE,6252,temozolomide,5394,BT549,0
CYTARABINE HYDROCHLORIDE,6252,thalidomide,5426,BT549,0
CYTARABINE HYDROCHLORIDE,6252,mitomycin C,5746,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Triethylenemelamine,5799,BT549,0
CYTARABINE HYDROCHLORIDE,6252,55-86-7,5935,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Quinacrine hydrochloride,6239,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Procarbazine hydrochloride,9703,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Zanosar,29327,BT549,0
CYTARABINE HYDROCHLORIDE,6252,ADM hydrochloride,32874,BT549,0
CYTARABINE HYDROCHLORIDE,6252,paclitaxel,36314,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Carboplatinum,38904,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Co-V,40926,BT549,0
CYTARABINE HYDROCHLORIDE,6252,IMIQUIMOD,57469,BT549,0
CYTARABINE HYDROCHLORIDE,6252,TOPOTECAN HYDROCHLORIDE,60699,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Zoledronic acid,68740,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Bendamustine hydrochloride,77082,BT549,0
CYTARABINE HYDROCHLORIDE,6252,7803-88-5,96312,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Fulvestrant,104741,BT549,0
CYTARABINE HYDROCHLORIDE,6252,7-Ethyl-10-hydroxycamptothecin,104842,BT549,1
CYTARABINE HYDROCHLORIDE,6252,5-Aminolevulinic acid hydrochloride,123608,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Pralatrexate,148121,BT549,0
CYTARABINE HYDROCHLORIDE,6252,docetaxel,148124,BT549,1
CYTARABINE HYDROCHLORIDE,6252,MITHRAMYCIN,163659,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Erlotinib hydrochloride,176871,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Lapatinib,208908,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Sorafenib,216239,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Vinblastine sulfate,241902,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Vincristine sulfate,249332,BT549,0
CYTARABINE HYDROCHLORIDE,6252,CHEMBL277800,354624,BT549,1
CYTARABINE HYDROCHLORIDE,6252,122111-05-1,356653,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Bortezomib,387447,BT549,0
CYTARABINE HYDROCHLORIDE,6252,158798-73-3,400633,BT549,0
CYTARABINE HYDROCHLORIDE,6252,cis-Platin,441203,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Retinoic acid,444795,BT549,0
CYTARABINE HYDROCHLORIDE,6252,NSC-127716,451668,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Antibiotic AD 32,454216,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Nilotinib,644241,BT549,0
CYTARABINE HYDROCHLORIDE,6252,6-Mercaptopurine,667490,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Tamoxifen citrate,2733525,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Dasatinib,3062316,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Antibiotic AY 22989,5284616,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Sunitinib,5329102,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Romidepsin,5352062,BT549,1
CYTARABINE HYDROCHLORIDE,6252,bleomycin,5360373,BT549,1
CYTARABINE HYDROCHLORIDE,6252,NSC733504,6442177,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Ixabepilone,6445540,BT549,0
CYTARABINE HYDROCHLORIDE,6252,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,1
CYTARABINE HYDROCHLORIDE,6252,Emcyt (Pharmacia),54611422,BT549,0
CYTARABINE HYDROCHLORIDE,6252,allopurinol,135401907,BT549,0
Procarbazine hydrochloride,9703,amifostine,2141,BT549,1
Procarbazine hydrochloride,9703,carmustine,2578,BT549,0
Procarbazine hydrochloride,9703,cyclophosphamide,2907,BT549,0
Procarbazine hydrochloride,9703,NSC256439,3685,BT549,0
Procarbazine hydrochloride,9703,ifosfamide,3690,BT549,1
Procarbazine hydrochloride,9703,methoxsalen,4114,BT549,0
Procarbazine hydrochloride,9703,mitomycin C,5746,BT549,0
Procarbazine hydrochloride,9703,ADM hydrochloride,32874,BT549,0
Procarbazine hydrochloride,9703,Co-V,40926,BT549,0
Procarbazine hydrochloride,9703,IMIQUIMOD,57469,BT549,0
Procarbazine hydrochloride,9703,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Procarbazine hydrochloride,9703,Erlotinib hydrochloride,176871,BT549,0
Procarbazine hydrochloride,9703,cis-Platin,441203,BT549,0
Procarbazine hydrochloride,9703,NSC-127716,451668,BT549,1
Procarbazine hydrochloride,9703,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Procarbazine hydrochloride,9703,Emcyt (Pharmacia),54611422,BT549,1
MEGESTROL ACETATE,11683,CHEMBL17639,1546,BT549,0
MEGESTROL ACETATE,11683,"Azacytidine, 5-",1805,BT549,0
MEGESTROL ACETATE,11683,altretamine,2123,BT549,1
MEGESTROL ACETATE,11683,amifostine,2141,BT549,0
MEGESTROL ACETATE,11683,anastrozole,2187,BT549,0
MEGESTROL ACETATE,11683,busulfan,2478,BT549,0
MEGESTROL ACETATE,11683,carmustine,2578,BT549,1
MEGESTROL ACETATE,11683,celecoxib,2662,BT549,0
MEGESTROL ACETATE,11683,chlorambucil,2708,BT549,0
MEGESTROL ACETATE,11683,cyclophosphamide,2907,BT549,0
MEGESTROL ACETATE,11683,Fludarabine Base,3367,BT549,0
MEGESTROL ACETATE,11683,5-Fluorouracil,3385,BT549,0
MEGESTROL ACETATE,11683,hydroxyurea,3657,BT549,0
MEGESTROL ACETATE,11683,NSC256439,3685,BT549,1
MEGESTROL ACETATE,11683,ifosfamide,3690,BT549,0
MEGESTROL ACETATE,11683,letrozole,3902,BT549,0
MEGESTROL ACETATE,11683,methoxsalen,4114,BT549,0
MEGESTROL ACETATE,11683,mitotane,4211,BT549,0
MEGESTROL ACETATE,11683,pipobroman,4842,BT549,1
MEGESTROL ACETATE,11683,Imatinib,5291,BT549,0
MEGESTROL ACETATE,11683,Vorinostat,5311,BT549,0
MEGESTROL ACETATE,11683,temozolomide,5394,BT549,1
MEGESTROL ACETATE,11683,thalidomide,5426,BT549,0
MEGESTROL ACETATE,11683,thiotepa,5453,BT549,0
MEGESTROL ACETATE,11683,mitomycin C,5746,BT549,0
MEGESTROL ACETATE,11683,5-Fluoro-2'-deoxyuridine,5790,BT549,0
MEGESTROL ACETATE,11683,55-86-7,5935,BT549,0
MEGESTROL ACETATE,11683,Uramustine,6194,BT549,0
MEGESTROL ACETATE,11683,Quinacrine hydrochloride,6239,BT549,0
MEGESTROL ACETATE,11683,CYTARABINE HYDROCHLORIDE,6252,BT549,0
MEGESTROL ACETATE,11683,Procarbazine hydrochloride,9703,BT549,0
MEGESTROL ACETATE,11683,Zanosar,29327,BT549,0
MEGESTROL ACETATE,11683,ADM hydrochloride,32874,BT549,1
MEGESTROL ACETATE,11683,paclitaxel,36314,BT549,0
MEGESTROL ACETATE,11683,Carboplatinum,38904,BT549,0
MEGESTROL ACETATE,11683,Co-V,40926,BT549,0
MEGESTROL ACETATE,11683,IMIQUIMOD,57469,BT549,0
MEGESTROL ACETATE,11683,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
MEGESTROL ACETATE,11683,Zoledronic acid,68740,BT549,0
MEGESTROL ACETATE,11683,Bendamustine hydrochloride,77082,BT549,0
MEGESTROL ACETATE,11683,7803-88-5,96312,BT549,0
MEGESTROL ACETATE,11683,Fulvestrant,104741,BT549,0
MEGESTROL ACETATE,11683,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
MEGESTROL ACETATE,11683,5-Aminolevulinic acid hydrochloride,123608,BT549,0
MEGESTROL ACETATE,11683,methotrexate,126941,BT549,0
MEGESTROL ACETATE,11683,Pralatrexate,148121,BT549,0
MEGESTROL ACETATE,11683,docetaxel,148124,BT549,0
MEGESTROL ACETATE,11683,MITHRAMYCIN,163659,MCF7,0
MEGESTROL ACETATE,11683,Erlotinib hydrochloride,176871,BT549,1
MEGESTROL ACETATE,11683,Lapatinib,208908,BT549,0
MEGESTROL ACETATE,11683,Sorafenib,216239,BT549,0
MEGESTROL ACETATE,11683,Vinblastine sulfate,241902,BT549,0
MEGESTROL ACETATE,11683,Vincristine sulfate,249332,BT549,0
MEGESTROL ACETATE,11683,CHEMBL277800,354624,BT549,0
MEGESTROL ACETATE,11683,122111-05-1,356653,BT549,0
MEGESTROL ACETATE,11683,Bortezomib,387447,BT549,0
MEGESTROL ACETATE,11683,158798-73-3,400633,BT549,0
MEGESTROL ACETATE,11683,cis-Platin,441203,BT549,1
MEGESTROL ACETATE,11683,Retinoic acid,444795,BT549,1
MEGESTROL ACETATE,11683,NSC-127716,451668,BT549,0
MEGESTROL ACETATE,11683,Antibiotic AD 32,454216,BT549,0
MEGESTROL ACETATE,11683,actinomycin D,457193,HS578T,1
MEGESTROL ACETATE,11683,Nilotinib,644241,BT549,0
MEGESTROL ACETATE,11683,6-Mercaptopurine,667490,BT549,0
MEGESTROL ACETATE,11683,6-Thioguanine,2723601,BT549,0
MEGESTROL ACETATE,11683,Tamoxifen citrate,2733525,BT549,0
MEGESTROL ACETATE,11683,Dasatinib,3062316,BT549,1
MEGESTROL ACETATE,11683,Antibiotic AY 22989,5284616,BT549,0
MEGESTROL ACETATE,11683,Sunitinib,5329102,BT549,0
MEGESTROL ACETATE,11683,Romidepsin,5352062,BT549,0
MEGESTROL ACETATE,11683,bleomycin,5360373,BT549,0
MEGESTROL ACETATE,11683,NSC733504,6442177,BT549,0
MEGESTROL ACETATE,11683,Ixabepilone,6445540,BT549,0
MEGESTROL ACETATE,11683,Melphalan hydrochloride,9927978,BT549,0
MEGESTROL ACETATE,11683,Crizotinib,11626560,BT549,1
MEGESTROL ACETATE,11683,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
MEGESTROL ACETATE,11683,Vemurafenib,42611257,BT549,1
MEGESTROL ACETATE,11683,Emcyt (Pharmacia),54611422,BT549,0
MEGESTROL ACETATE,11683,dacarbazine,135398738,BT549,1
MEGESTROL ACETATE,11683,allopurinol,135401907,BT549,0
Zanosar,29327,amifostine,2141,BT549,1
Zanosar,29327,carmustine,2578,BT549,0
Zanosar,29327,cyclophosphamide,2907,BT549,0
Zanosar,29327,NSC256439,3685,BT549,0
Zanosar,29327,ifosfamide,3690,BT549,1
Zanosar,29327,methoxsalen,4114,BT549,0
Zanosar,29327,mitomycin C,5746,BT549,0
Zanosar,29327,Procarbazine hydrochloride,9703,HS578T,1
Zanosar,29327,ADM hydrochloride,32874,BT549,0
Zanosar,29327,Co-V,40926,BT549,0
Zanosar,29327,IMIQUIMOD,57469,BT549,1
Zanosar,29327,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Zanosar,29327,Erlotinib hydrochloride,176871,BT549,1
Zanosar,29327,Bortezomib,387447,BT549,0
Zanosar,29327,cis-Platin,441203,BT549,0
Zanosar,29327,NSC-127716,451668,BT549,1
Zanosar,29327,Ixabepilone,6445540,BT549,0
Zanosar,29327,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Zanosar,29327,Emcyt (Pharmacia),54611422,BT549,0
paclitaxel,36314,"Azacytidine, 5-",1805,BT549,1
paclitaxel,36314,amifostine,2141,BT549,0
paclitaxel,36314,anastrozole,2187,BT549,0
paclitaxel,36314,busulfan,2478,BT549,0
paclitaxel,36314,carmustine,2578,BT549,0
paclitaxel,36314,cyclophosphamide,2907,BT549,0
paclitaxel,36314,hydroxyurea,3657,BT549,0
paclitaxel,36314,NSC256439,3685,BT549,1
paclitaxel,36314,ifosfamide,3690,BT549,0
paclitaxel,36314,methoxsalen,4114,BT549,0
paclitaxel,36314,mitotane,4211,BT549,0
paclitaxel,36314,pipobroman,4842,BT549,0
paclitaxel,36314,Vorinostat,5311,BT549,0
paclitaxel,36314,thalidomide,5426,BT549,0
paclitaxel,36314,mitomycin C,5746,BT549,1
paclitaxel,36314,Triethylenemelamine,5799,BT549,0
paclitaxel,36314,55-86-7,5935,HS578T,0
paclitaxel,36314,Quinacrine hydrochloride,6239,BT549,0
paclitaxel,36314,Procarbazine hydrochloride,9703,BT549,0
paclitaxel,36314,Zanosar,29327,BT549,1
paclitaxel,36314,ADM hydrochloride,32874,BT549,0
paclitaxel,36314,Co-V,40926,BT549,0
paclitaxel,36314,IMIQUIMOD,57469,BT549,0
paclitaxel,36314,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
paclitaxel,36314,Zoledronic acid,68740,BT549,0
paclitaxel,36314,Bendamustine hydrochloride,77082,BT549,0
paclitaxel,36314,Fulvestrant,104741,BT549,0
paclitaxel,36314,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
paclitaxel,36314,5-Aminolevulinic acid hydrochloride,123608,HS578T,0
paclitaxel,36314,methotrexate,126941,BT549,0
paclitaxel,36314,Pralatrexate,148121,BT549,0
paclitaxel,36314,docetaxel,148124,HS578T,0
paclitaxel,36314,MITHRAMYCIN,163659,BT549,0
paclitaxel,36314,Erlotinib hydrochloride,176871,BT549,0
paclitaxel,36314,Lapatinib,208908,BT549,0
paclitaxel,36314,Sorafenib,216239,BT549,1
paclitaxel,36314,Vinblastine sulfate,241902,BT549,1
paclitaxel,36314,Bortezomib,387447,BT549,0
paclitaxel,36314,cis-Platin,441203,BT549,0
paclitaxel,36314,NSC-127716,451668,BT549,1
paclitaxel,36314,Antibiotic AD 32,454216,BT549,0
paclitaxel,36314,6-Mercaptopurine,667490,BT549,0
paclitaxel,36314,Dasatinib,3062316,BT549,1
paclitaxel,36314,Sunitinib,5329102,BT549,0
paclitaxel,36314,Romidepsin,5352062,BT549,0
paclitaxel,36314,bleomycin,5360373,BT549,0
paclitaxel,36314,NSC733504,6442177,BT549,1
paclitaxel,36314,Ixabepilone,6445540,BT549,0
paclitaxel,36314,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
paclitaxel,36314,Emcyt (Pharmacia),54611422,BT549,0
paclitaxel,36314,allopurinol,135401907,BT549,0
Vepesid J,36462,CHEMBL17639,1546,BT549,1
Vepesid J,36462,"Azacytidine, 5-",1805,BT549,1
Vepesid J,36462,altretamine,2123,BT549,0
Vepesid J,36462,amifostine,2141,BT549,0
Vepesid J,36462,anastrozole,2187,BT549,0
Vepesid J,36462,busulfan,2478,BT549,0
Vepesid J,36462,carmustine,2578,BT549,0
Vepesid J,36462,celecoxib,2662,BT549,0
Vepesid J,36462,chlorambucil,2708,BT549,1
Vepesid J,36462,cyclophosphamide,2907,BT549,0
Vepesid J,36462,Fludarabine Base,3367,BT549,0
Vepesid J,36462,5-Fluorouracil,3385,BT549,1
Vepesid J,36462,hydroxyurea,3657,BT549,0
Vepesid J,36462,NSC256439,3685,BT549,0
Vepesid J,36462,ifosfamide,3690,BT549,0
Vepesid J,36462,letrozole,3902,BT549,0
Vepesid J,36462,lomustine,3950,BT549,0
Vepesid J,36462,methoxsalen,4114,BT549,0
Vepesid J,36462,mitotane,4211,BT549,0
Vepesid J,36462,pipobroman,4842,BT549,0
Vepesid J,36462,Imatinib,5291,BT549,0
Vepesid J,36462,thalidomide,5426,BT549,0
Vepesid J,36462,thiotepa,5453,BT549,0
Vepesid J,36462,mitomycin C,5746,BT549,1
Vepesid J,36462,5-Fluoro-2'-deoxyuridine,5790,BT549,0
Vepesid J,36462,55-86-7,5935,BT549,0
Vepesid J,36462,Uramustine,6194,BT549,1
Vepesid J,36462,Quinacrine hydrochloride,6239,BT549,1
Vepesid J,36462,CYTARABINE HYDROCHLORIDE,6252,BT549,1
Vepesid J,36462,Procarbazine hydrochloride,9703,BT549,0
Vepesid J,36462,MEGESTROL ACETATE,11683,BT549,0
Vepesid J,36462,Zanosar,29327,BT549,0
Vepesid J,36462,ADM hydrochloride,32874,BT549,1
Vepesid J,36462,paclitaxel,36314,BT549,0
Vepesid J,36462,Carboplatinum,38904,BT549,0
Vepesid J,36462,Co-V,40926,BT549,0
Vepesid J,36462,IMIQUIMOD,57469,BT549,0
Vepesid J,36462,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Vepesid J,36462,23541-50-6,62770,BT549,1
Vepesid J,36462,Zoledronic acid,68740,BT549,0
Vepesid J,36462,Bendamustine hydrochloride,77082,BT549,0
Vepesid J,36462,7803-88-5,96312,BT549,0
Vepesid J,36462,Fulvestrant,104741,BT549,0
Vepesid J,36462,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
Vepesid J,36462,5-Aminolevulinic acid hydrochloride,123608,BT549,0
Vepesid J,36462,methotrexate,126941,BT549,0
Vepesid J,36462,Pralatrexate,148121,BT549,1
Vepesid J,36462,docetaxel,148124,BT549,0
Vepesid J,36462,MITHRAMYCIN,163659,BT549,1
Vepesid J,36462,Erlotinib hydrochloride,176871,BT549,0
Vepesid J,36462,Vinblastine sulfate,241902,BT549,0
Vepesid J,36462,Vincristine sulfate,249332,BT549,1
Vepesid J,36462,CHEMBL277800,354624,BT549,0
Vepesid J,36462,122111-05-1,356653,BT549,1
Vepesid J,36462,158798-73-3,400633,BT549,0
Vepesid J,36462,cis-Platin,441203,BT549,0
Vepesid J,36462,Retinoic acid,444795,BT549,0
Vepesid J,36462,NSC-127716,451668,BT549,1
Vepesid J,36462,teniposide,452548,BT549,0
Vepesid J,36462,Antibiotic AD 32,454216,BT549,0
Vepesid J,36462,actinomycin D,457193,BT549,1
Vepesid J,36462,Nilotinib,644241,BT549,0
Vepesid J,36462,6-Mercaptopurine,667490,BT549,0
Vepesid J,36462,6-Thioguanine,2723601,BT549,0
Vepesid J,36462,Tamoxifen citrate,2733525,BT549,0
Vepesid J,36462,Antibiotic AY 22989,5284616,BT549,0
Vepesid J,36462,Romidepsin,5352062,BT549,1
Vepesid J,36462,bleomycin,5360373,BT549,0
Vepesid J,36462,NSC733504,6442177,BT549,1
Vepesid J,36462,Ixabepilone,6445540,BT549,1
Vepesid J,36462,Melphalan hydrochloride,9927978,BT549,1
Vepesid J,36462,Crizotinib,11626560,BT549,0
Vepesid J,36462,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Vepesid J,36462,Vemurafenib,42611257,BT549,0
Vepesid J,36462,Emcyt (Pharmacia),54611422,BT549,0
Vepesid J,36462,dacarbazine,135398738,BT549,0
Vepesid J,36462,allopurinol,135401907,BT549,0
Carboplatinum,38904,"Azacytidine, 5-",1805,BT549,0
Carboplatinum,38904,amifostine,2141,BT549,0
Carboplatinum,38904,anastrozole,2187,BT549,0
Carboplatinum,38904,busulfan,2478,BT549,0
Carboplatinum,38904,carmustine,2578,BT549,0
Carboplatinum,38904,cyclophosphamide,2907,BT549,0
Carboplatinum,38904,hydroxyurea,3657,BT549,0
Carboplatinum,38904,NSC256439,3685,BT549,0
Carboplatinum,38904,ifosfamide,3690,BT549,1
Carboplatinum,38904,methoxsalen,4114,BT549,1
Carboplatinum,38904,mitotane,4211,BT549,0
Carboplatinum,38904,pipobroman,4842,BT549,0
Carboplatinum,38904,Imatinib,5291,BT549,0
Carboplatinum,38904,Vorinostat,5311,BT549,1
Carboplatinum,38904,temozolomide,5394,BT549,0
Carboplatinum,38904,thalidomide,5426,BT549,0
Carboplatinum,38904,mitomycin C,5746,BT549,0
Carboplatinum,38904,Triethylenemelamine,5799,BT549,0
Carboplatinum,38904,55-86-7,5935,BT549,0
Carboplatinum,38904,Quinacrine hydrochloride,6239,HS578T,0
Carboplatinum,38904,Procarbazine hydrochloride,9703,BT549,0
Carboplatinum,38904,Zanosar,29327,HS578T,0
Carboplatinum,38904,ADM hydrochloride,32874,BT549,0
Carboplatinum,38904,paclitaxel,36314,BT549,0
Carboplatinum,38904,Co-V,40926,BT549,0
Carboplatinum,38904,IMIQUIMOD,57469,BT549,1
Carboplatinum,38904,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Carboplatinum,38904,Zoledronic acid,68740,BT549,0
Carboplatinum,38904,Bendamustine hydrochloride,77082,BT549,0
Carboplatinum,38904,7803-88-5,96312,BT549,0
Carboplatinum,38904,Fulvestrant,104741,BT549,0
Carboplatinum,38904,7-Ethyl-10-hydroxycamptothecin,104842,BT549,0
Carboplatinum,38904,5-Aminolevulinic acid hydrochloride,123608,BT549,0
Carboplatinum,38904,Pralatrexate,148121,BT549,0
Carboplatinum,38904,docetaxel,148124,BT549,0
Carboplatinum,38904,MITHRAMYCIN,163659,BT549,0
Carboplatinum,38904,Erlotinib hydrochloride,176871,BT549,1
Carboplatinum,38904,Lapatinib,208908,BT549,0
Carboplatinum,38904,Sorafenib,216239,BT549,0
Carboplatinum,38904,Vinblastine sulfate,241902,BT549,1
Carboplatinum,38904,CHEMBL277800,354624,BT549,0
Carboplatinum,38904,122111-05-1,356653,BT549,0
Carboplatinum,38904,Bortezomib,387447,BT549,1
Carboplatinum,38904,158798-73-3,400633,BT549,0
Carboplatinum,38904,cis-Platin,441203,BT549,0
Carboplatinum,38904,NSC-127716,451668,BT549,1
Carboplatinum,38904,Antibiotic AD 32,454216,BT549,0
Carboplatinum,38904,Nilotinib,644241,BT549,0
Carboplatinum,38904,6-Mercaptopurine,667490,BT549,0
Carboplatinum,38904,Dasatinib,3062316,BT549,0
Carboplatinum,38904,Antibiotic AY 22989,5284616,BT549,0
Carboplatinum,38904,Sunitinib,5329102,BT549,0
Carboplatinum,38904,Romidepsin,5352062,BT549,0
Carboplatinum,38904,bleomycin,5360373,BT549,0
Carboplatinum,38904,NSC733504,6442177,BT549,0
Carboplatinum,38904,Ixabepilone,6445540,BT549,0
Carboplatinum,38904,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Carboplatinum,38904,Emcyt (Pharmacia),54611422,BT549,0
Carboplatinum,38904,allopurinol,135401907,BT549,0
Co-V,40926,carmustine,2578,BT549,1
Co-V,40926,NSC256439,3685,BT549,0
Co-V,40926,ADM hydrochloride,32874,BT549,0
Co-V,40926,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
Co-V,40926,Erlotinib hydrochloride,176871,BT549,1
Co-V,40926,Bortezomib,387447,BT549,0
Co-V,40926,cis-Platin,441203,BT549,0
Co-V,40926,NSC-127716,451668,BT549,0
Co-V,40926,Ixabepilone,6445540,BT549,0
Co-V,40926,Eloxatin (TN) (Sanofi Synthelab),24197464,BT549,0
Co-V,40926,Emcyt (Pharmacia),54611422,BT549,1
IMIQUIMOD,57469,amifostine,2141,BT549,0
IMIQUIMOD,57469,carmustine,2578,BT549,0
IMIQUIMOD,57469,NSC256439,3685,BT549,0
IMIQUIMOD,57469,ADM hydrochloride,32874,BT549,0
IMIQUIMOD,57469,Co-V,40926,BT549,0
IMIQUIMOD,57469,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
IMIQUIMOD,57469,Erlotinib hydrochloride,176871,BT549,1
IMIQUIMOD,57469,Bortezomib,387447,BT549,0
IMIQUIMOD,57469,cis-Platin,441203,BT549,0
IMIQUIMOD,57469,NSC-127716,451668,BT549,0
IMIQUIMOD,57469,Ixabepilone,6445540,BT549,0
IMIQUIMOD,57469,Emcyt (Pharmacia),54611422,BT549,0
EXEMESTANE,60198,CHEMBL17639,1546,BT549,0
EXEMESTANE,60198,"Azacytidine, 5-",1805,BT549,1
EXEMESTANE,60198,altretamine,2123,BT549,0
EXEMESTANE,60198,amifostine,2141,BT549,0
EXEMESTANE,60198,anastrozole,2187,BT549,0
EXEMESTANE,60198,busulfan,2478,BT549,0
EXEMESTANE,60198,carmustine,2578,BT549,1
EXEMESTANE,60198,celecoxib,2662,BT549,0
EXEMESTANE,60198,chlorambucil,2708,BT549,0
EXEMESTANE,60198,cyclophosphamide,2907,BT549,0
EXEMESTANE,60198,Fludarabine Base,3367,BT549,0
EXEMESTANE,60198,5-Fluorouracil,3385,BT549,0
EXEMESTANE,60198,hydroxyurea,3657,BT549,0
EXEMESTANE,60198,NSC256439,3685,BT549,0
EXEMESTANE,60198,ifosfamide,3690,BT549,0
EXEMESTANE,60198,letrozole,3902,BT549,1
EXEMESTANE,60198,lomustine,3950,BT549,0
EXEMESTANE,60198,methoxsalen,4114,BT549,1
EXEMESTANE,60198,mitotane,4211,BT549,1
EXEMESTANE,60198,mitoxantrone,4212,BT549,0
EXEMESTANE,60198,pipobroman,4842,BT549,1
EXEMESTANE,60198,Imatinib,5291,BT549,1
EXEMESTANE,60198,Vorinostat,5311,BT549,1
EXEMESTANE,60198,temozolomide,5394,BT549,0
EXEMESTANE,60198,thalidomide,5426,BT549,1
EXEMESTANE,60198,thiotepa,5453,BT549,1
EXEMESTANE,60198,mitomycin C,5746,BT549,1
EXEMESTANE,60198,5-Fluoro-2'-deoxyuridine,5790,BT549,0
EXEMESTANE,60198,55-86-7,5935,BT549,0
EXEMESTANE,60198,Uramustine,6194,BT549,0
EXEMESTANE,60198,Quinacrine hydrochloride,6239,BT549,1
EXEMESTANE,60198,CYTARABINE HYDROCHLORIDE,6252,BT549,0
EXEMESTANE,60198,Procarbazine hydrochloride,9703,BT549,1
EXEMESTANE,60198,MEGESTROL ACETATE,11683,BT549,0
EXEMESTANE,60198,Zanosar,29327,BT549,0
EXEMESTANE,60198,ADM hydrochloride,32874,BT549,0
EXEMESTANE,60198,paclitaxel,36314,BT549,0
EXEMESTANE,60198,Vepesid J,36462,BT549,1
EXEMESTANE,60198,Carboplatinum,38904,BT549,0
EXEMESTANE,60198,Co-V,40926,BT549,1
EXEMESTANE,60198,IMIQUIMOD,57469,BT549,1
EXEMESTANE,60198,TOPOTECAN HYDROCHLORIDE,60699,BT549,0
EXEMESTANE,60198,23541-50-6,62770,BT549,1
EXEMESTANE,60198,Zoledronic acid,68740,BT549,0
EXEMESTANE,60198,Dexrazoxane,71384,BT549,0
EXEMESTANE,60198,Bendamustine hydrochloride,77082,BT549,0
EXEMESTANE,60198,7803-88-5,96312,BT549,0
