pubchem_id1,g_id1,pubchem_id2,g_id2,cell,label
29327,44,451668,88,BT549,1
135410875,194,1546,0,BT549,1
6450551,112,444795,86,BT549,1
11683,43,5453,33,BT549,0
4212,25,11683,43,BT549,0
135398738,192,5284616,104,BT549,0
60198,51,3690,20,BT549,0
135401907,193,451668,88,BT549,0
2723601,96,5790,35,BT549,0
454216,90,5746,34,BT549,0
148121,67,2478,7,BT549,1
66541,56,11373846,131,MDAMB468,0
135398738,192,6239,39,BT549,0
457193,91,96312,60,BT549,0
123631,64,11707110,140,KPL1,0
25126798,160,2478,7,BT549,0
5352062,107,454216,90,BT549,0
4212,25,4842,27,BT549,0
11488320,132,49867930,173,KPL1,0
6194,38,163659,72,BT549,1
11626560,138,400633,83,BT549,1
1546,0,2478,7,BT549,0
6194,38,77082,59,BT549,0
5426,32,40926,49,BT549,0
60198,51,2723601,96,BT549,0
24776445,154,2578,8,BT549,0
3657,18,241902,78,BT549,1
6252,40,24197464,153,BT549,1
2723601,96,5352062,107,BT549,0
148124,68,104842,62,BT549,1
3902,21,2141,4,BT549,0
104741,61,135401907,193,BT549,0
3385,16,241902,78,BT549,0
60198,51,3367,15,BT549,0
5453,33,4114,23,BT549,0
3081361,103,24964624,156,ZR751,1
5035,28,241902,78,BT549,0
2478,7,29327,44,BT549,0
9854073,115,2578,8,BT549,0
36462,47,457193,91,BT549,1
11488320,132,56649450,180,BT549,0
77082,59,5284616,104,BT549,0
9854073,115,400633,83,BT549,0
71384,58,104741,61,BT549,0
2723601,96,5291,29,BT549,0
3385,16,5394,31,BT549,0
9927978,120,644241,92,BT549,0
6194,38,3385,16,BT549,0
25023738,158,44462758,167,MDAMB468,1
1546,0,68740,57,BT549,0
6194,38,135401907,193,BT549,0
6252,40,3685,19,BT549,0
444795,86,208908,75,BT549,0
25126798,160,2708,10,BT549,0
9854073,115,62770,54,BT549,0
6442177,110,176871,74,BT549,0
11525740,135,123608,63,BT549,0
11525740,135,354624,80,BT549,0
6194,38,2187,5,BT549,0
10127622,123,387447,82,KPL1,0
2708,10,96312,60,BT549,0
11152667,126,11707110,140,KPL1,0
241902,78,148124,68,BT549,0
51039095,174,45375953,168,KPL1,0
5394,31,2907,13,BT549,1
11525740,135,36462,47,BT549,0
5799,36,3950,22,BT549,0
5311,30,387447,82,BT549,0
6194,38,444795,86,BT549,0
25126798,160,132971,66,BT549,1
457193,91,2662,9,BT549,0
11525740,135,4114,23,BT549,1
5935,37,451668,88,BT549,1
5291,29,36314,46,BT549,0
3385,16,2723601,96,BT549,0
163659,72,5360373,108,BT549,0
5453,33,241902,78,BT549,0
6239,39,6445540,111,BT549,0
25136944,161,104741,61,BT549,0
135398738,192,5746,34,BT549,0
249332,79,3062316,102,BT549,0
354624,80,2578,8,BT549,0
2708,10,356653,81,BT549,0
2733525,97,2187,5,BT549,1
11488320,132,11494412,133,KPL1,0
356653,81,29327,44,BT549,0
5453,33,356653,81,BT549,0
5352062,107,4114,23,BT549,0
3950,22,1805,2,BT549,0
3385,16,135401907,193,BT549,0
11683,43,356653,81,BT549,0
3950,22,3367,15,BT549,0
25136944,161,54611422,176,BT549,0
4212,25,36314,46,BT549,0
11683,43,38904,48,BT549,0
2733525,97,32874,45,BT549,0
444795,86,2141,4,BT549,0
148124,68,163659,72,BT549,1
454216,90,5799,36,BT549,0
6450551,112,4212,25,BT549,0
2578,8,387447,82,BT549,0
5311,30,3657,18,BT549,1
10127622,123,49867930,173,KPL1,1
148121,67,6445540,111,BT549,1
132971,66,9703,42,BT549,1
132971,66,2662,9,BT549,1
25126798,160,5291,29,BT549,0
5352062,107,667490,93,BT549,0
135410875,194,5746,34,BT549,1
132971,66,2478,7,BT549,0
2708,10,451668,88,BT549,0
16659841,144,11707110,140,KPL1,0
71384,58,42611257,164,BT549,0
11525740,135,208908,75,BT549,1
3385,16,1805,2,BT549,0
36314,46,3690,20,BT549,0
123631,64,2662,9,BT549,0
11152667,126,11494412,133,KPL1,1
6194,38,4842,27,BT549,1
3690,20,57469,50,BT549,1
132971,66,11683,43,BT549,0
2123,3,148124,68,BT549,0
24776445,154,5291,29,BT549,0
644241,92,2187,5,BT549,1
644241,92,5284616,104,BT549,0
60198,51,6239,39,BT549,1
356653,81,148121,67,HS578T,0
126941,65,5291,29,BT549,0
2187,5,96312,60,BT549,0
25136944,161,6445540,111,BT549,1
11683,43,148121,67,BT549,0
6194,38,6252,40,BT549,0
444795,86,354624,80,BT549,0
9956119,122,9926586,119,MDAMB468,0
457193,91,135401907,193,BT549,0
2662,9,3062316,102,BT549,0
1546,0,32874,45,BT549,0
3950,22,3902,21,BT549,1
5291,29,356653,81,BT549,0
5035,28,208908,75,BT549,0
457193,91,3657,18,BT549,0
4842,27,3685,19,BT549,0
6450551,112,68740,57,BT549,1
3657,18,57469,50,BT549,0
86661883,188,16654980,143,BT549,0
25227436,162,56946894,182,A549,1
249332,79,163659,72,BT549,0
6252,40,356653,81,BT549,0
9854073,115,148121,67,BT549,1
2123,3,6239,39,BT549,0
2723601,96,3690,20,BT549,0
23725625,152,4261,26,KPL1,1
5360373,108,2578,8,BT549,0
241902,78,40926,49,BT549,1
4211,24,5746,34,BT549,0
23652660,151,2779853,99,MDAMB468,0
11525740,135,123631,64,BT549,0
11626560,138,5311,30,BT549,0
2723601,96,249332,79,BT549,0
9854073,115,6445540,111,BT549,0
9854073,115,123608,63,BT549,0
5453,33,454216,90,BT549,0
2733525,97,38904,48,BT549,0
135410875,194,96312,60,BT549,0
249332,79,387447,82,BT549,0
5352062,107,6239,39,BT549,0
5035,28,452548,89,BT549,0
11683,43,6252,40,BT549,0
5746,34,6445540,111,BT549,0
11488320,132,6442177,110,KPL1,0
148121,67,667490,93,BT549,0
9854073,115,25126798,160,BT549,0
25126798,160,46215815,169,MDAMB468,0
6450551,112,6194,38,BT549,1
5360373,108,4114,23,BT549,0
135410875,194,451668,88,BT549,1
123631,64,17754438,149,KPL1,1
2123,3,2907,13,BT549,0
5790,35,57469,50,BT549,0
40926,49,54611422,176,BT549,1
163659,72,32874,45,BT549,0
5360373,108,32874,45,BT549,0
5352062,107,2187,5,BT549,0
452548,89,2907,13,BT549,0
3385,16,104741,61,BT549,0
56946894,182,131729795,189,A549,0
57519543,184,25262792,163,BT549,0
25126798,160,126941,65,BT549,0
156422,71,9956119,122,MDAMB468,0
3062316,102,441203,85,BT549,0
2708,10,4842,27,BT549,1
3081361,103,354624,80,BT549,0
25126798,160,3081361,103,BT549,1
5790,35,3690,20,BT549,0
60198,51,11683,43,BT549,0
25126798,160,104842,62,BT549,0
9884685,118,6419753,109,MDAMB468,1
9854073,115,2478,7,BT549,0
354624,80,2187,5,BT549,0
5352062,107,3685,19,BT549,0
9854073,115,135398738,192,BT549,0
3902,21,57469,50,BT549,0
216326,77,36314,46,BT549,0
11488320,132,11707110,140,KPL1,0
3385,16,32874,45,BT549,1
11626560,138,3367,15,BT549,0
9854073,115,29327,44,BT549,0
6450551,112,5035,28,BT549,1
2123,3,60699,52,BT549,0
104842,62,5360373,108,BT549,1
4212,25,644241,92,BT549,0
5035,28,36462,47,BT549,0
24776445,154,249332,79,BT549,0
51039095,174,6442177,110,KPL1,1
11626560,138,3902,21,BT549,1
2662,9,644241,92,BT549,0
667490,93,135401907,193,BT549,0
25136944,161,400633,83,BT549,0
4114,23,40926,49,BT549,0
104842,62,5329102,106,BT549,0
6450551,112,3062316,102,BT549,1
123631,64,249332,79,BT549,1
3385,16,36314,46,BT549,0
132971,66,3367,15,BT549,0
216326,77,2478,7,BT549,1
1546,0,96312,60,BT549,0
3950,22,68740,57,BT549,0
135410875,194,6442177,110,BT549,1
24776445,154,4212,25,BT549,0
132971,66,3385,16,BT549,1
77082,59,148121,67,BT549,0
454216,90,1805,2,BT549,1
57469,50,451668,88,BT549,0
2708,10,454216,90,BT549,0
3950,22,5360373,108,BT549,1
123631,64,3690,20,BT549,0
57519543,184,86661883,188,BT549,1
25126798,160,123608,63,BT549,0
2733526,98,24964624,156,KPL1,1
2187,5,387447,82,BT549,0
16659841,144,11656518,139,KPL1,0
6450551,112,2907,13,BT549,0
5790,35,216239,76,BT549,0
457193,91,5799,36,BT549,1
452548,89,6445540,111,BT549,0
9854073,115,5352062,107,BT549,0
3385,16,163659,72,HS578T,1
3385,16,667490,93,BT549,0
444795,86,135401907,193,BT549,0
3081361,103,71384,58,BT549,1
5453,33,4211,24,BT549,0
3657,18,60699,52,BT549,0
5453,33,667490,93,BT549,0
11525740,135,132971,66,BT549,1
11683,43,2123,3,BT549,1
5035,28,123631,64,BT549,1
132971,66,3685,19,HS578T,0
6450551,112,4842,27,BT549,0
104741,61,25262792,163,KPL1,1
36314,46,1805,2,BT549,1
3081361,103,5329102,106,BT549,1
3902,21,24197464,153,BT549,0
400633,83,5746,34,BT549,0
2708,10,5284616,104,BT549,0
132971,66,163659,72,BT549,1
2733525,97,24197464,153,BT549,0
2723601,96,5329102,106,BT549,0
454216,90,354624,80,BT549,0
9854073,115,104741,61,BT549,0
135398738,192,387447,82,BT549,0
5935,37,57469,50,BT549,0
11525740,135,444795,86,BT549,1
216326,77,5790,35,BT549,0
6252,40,249332,79,BT549,0
135410875,194,441203,85,BT549,0
126941,65,6252,40,BT549,0
11152667,126,148195,70,KPL1,0
216239,76,6445540,111,BT549,0
135398738,192,249332,79,BT549,0
25126798,160,135398738,192,BT549,0
123631,64,11494412,133,KPL1,0
444795,86,5311,30,BT549,0
123608,63,441203,85,BT549,0
1546,0,441203,85,BT549,0
2662,9,96312,60,BT549,0
4842,27,57469,50,BT549,0
24776445,154,54611422,176,BT549,0
54611422,176,387447,82,UO31,0
1805,2,2907,13,BT549,0
4212,25,62770,54,BT549,0
3081361,103,40926,49,BT549,1
667490,93,4842,27,BT549,0
148124,68,123608,63,MCF7,0
5935,37,3685,19,BT549,1
3950,22,3685,19,BT549,0
4211,24,356653,81,BT549,0
216326,77,354624,80,BT549,0
123631,64,62770,54,BT549,1
38904,48,2907,13,BT549,0
135398738,192,9927978,120,BT549,1
25136944,161,29327,44,BT549,0
2723601,96,4211,24,BT549,0
10184653,125,86661883,188,BT549,0
104842,62,5746,34,BT549,1
25126798,160,5352062,107,BT549,0
208908,75,241902,78,BT549,1
135398738,192,148121,67,BT549,0
2779853,99,11373846,131,MDAMB468,0
156422,71,23652660,151,MDAMB468,0
38904,48,5284616,104,BT549,0
24776445,154,2723601,96,BT549,0
123631,64,2719,11,KPL1,1
6450551,112,24776445,154,BT549,0
11152667,126,135330301,190,KPL1,0
354624,80,6442177,110,BT549,0
457193,91,6252,40,BT549,1
77082,59,96312,60,BT549,1
644241,92,6445540,111,BT549,0
123631,64,60198,51,BT549,0
5935,37,5746,34,BT549,0
104741,61,667490,93,BT549,0
71384,58,452548,89,BT549,0
5035,28,11683,43,BT549,0
5426,32,451668,88,BT549,0
77082,59,135401907,193,BT549,0
249332,79,241902,78,BT549,0
11683,43,2723601,96,BT549,0
163659,72,6445540,111,BT549,1
9956119,122,66541,56,MDAMB468,0
2723601,96,3902,21,BT549,0
60198,51,96312,60,BT549,0
11488320,132,5311,30,KPL1,0
2123,3,5329102,106,BT549,0
3367,15,356653,81,BT549,0
51039095,174,25262792,163,BT549,1
2708,10,104842,62,BT549,0
444795,86,5291,29,BT549,0
5799,36,62770,54,BT549,1
156422,71,6419753,109,MDAMB468,0
4212,25,441203,85,BT549,0
156422,71,57340686,183,MDAMB468,0
56655374,181,54761306,178,A549,1
148124,68,5799,36,BT549,0
5426,32,176871,74,BT549,1
2733525,97,354624,80,BT549,1
148121,67,2578,8,BT549,1
1546,0,241902,78,BT549,1
9858940,116,46215815,169,MDAMB468,0
3062316,102,6442177,110,BT549,0
60198,51,148121,67,BT549,1
11525740,135,457193,91,BT549,1
1271002,94,46215815,169,MDAMB468,0
163659,72,5935,37,BT549,0
6194,38,60699,52,BT549,0
452548,89,1805,2,BT549,1
11525740,135,135398738,192,BT549,0
4212,25,2123,3,BT549,0
4114,23,387447,82,BT549,0
667490,93,2907,13,BT549,0
5935,37,3690,20,BT549,0
5394,31,3657,18,BT549,0
36314,46,126941,65,BT549,0
6442177,110,4211,24,BT549,1
23652660,151,44462758,167,MDAMB468,0
3657,18,5746,34,BT549,0
36314,46,451668,88,BT549,1
9854073,115,5394,31,BT549,0
216239,76,9703,42,BT549,0
135398738,192,5935,37,BT549,0
71384,58,11683,43,BT549,0
2123,3,96312,60,BT549,0
3690,20,3685,19,BT549,0
2708,10,2187,5,BT549,0
5284616,104,5746,34,BT549,1
400633,83,441203,85,BT549,0
10127622,123,11707110,140,KPL1,0
9927978,120,6239,39,BT549,1
3062316,102,4114,23,BT549,0
2123,3,4114,23,BT549,0
4211,24,40926,49,BT549,0
60198,51,1546,0,BT549,0
2723601,96,457193,91,BT549,1
3385,16,42611257,164,BT549,0
5453,33,5790,35,BT549,0
5352062,107,57469,50,BT549,0
216326,77,4212,25,BT549,0
2662,9,5360373,108,BT549,0
9927978,120,6252,40,BT549,0
57469,50,60699,52,BT549,0
249332,79,104741,61,BT549,0
123631,64,126941,65,BT549,1
400633,83,4114,23,BT549,0
2708,10,36314,46,BT549,0
11683,43,3690,20,BT549,0
5453,33,451668,88,BT549,1
1550874,95,3033832,101,HUH7,1
5453,33,6445540,111,BT549,0
77082,59,9703,42,BT549,0
163659,72,148121,67,BT549,0
11683,43,5284616,104,BT549,0
11626560,138,5284616,104,BT549,0
24776445,154,5035,28,BT549,1
9854073,115,5790,35,BT549,0
452548,89,11683,43,BT549,0
457193,91,441203,85,BT549,1
6194,38,2578,8,BT549,0
5035,28,3902,21,BT549,1
56946894,182,17755052,150,KPL1,1
135398738,192,5453,33,BT549,0
3385,16,3690,20,BT549,0
57469,50,3685,19,BT549,0
249332,79,40926,49,BT549,0
11626560,138,356653,81,BT549,0
1805,2,667490,93,BT549,0
3950,22,126941,65,BT549,0
5799,36,3657,18,BT549,0
36314,46,6445540,111,BT549,0
38904,48,2478,7,BT549,0
4212,25,3657,18,BT549,0
5790,35,38904,48,BT549,0
444795,86,216239,76,BT549,1
457193,91,4211,24,BT549,1
25136944,161,40926,49,BT549,0
123631,64,9444,41,KPL1,1
5035,28,6442177,110,BT549,0
2187,5,644241,92,BT549,0
444795,86,9703,42,BT549,0
60198,51,6445540,111,BT549,1
3062316,102,135401907,193,BT549,0
68740,57,54611422,176,BT549,0
5035,28,42611257,164,BT549,1
6442177,110,5360373,108,BT549,1
24776445,154,6450551,112,BT549,1
4211,24,2141,4,BT549,1
24197464,153,54611422,176,BT549,1
5291,29,3690,20,BT549,0
452548,89,3385,16,BT549,0
4212,25,104741,61,BT549,0
356653,81,104842,62,BT549,1
9826528,114,9926586,119,MDAMB468,1
5935,37,2141,4,BT549,0
9927978,120,5352062,107,BT549,0
9884685,118,156422,71,MDAMB468,0
71384,58,4211,24,BT549,1
3950,22,60699,52,BT549,0
3081361,103,5291,29,BT549,1
6450551,112,4114,23,BT549,1
3081361,103,6918289,113,ZR751,0
3902,21,3685,19,BT549,0
25023738,158,1271002,94,MDAMB468,0
3385,16,2478,7,BT549,0
6442177,110,54611422,176,BT549,1
6450551,112,9854073,115,BT549,0
68740,57,451668,88,BT549,0
96312,60,60699,52,BT549,0
68740,57,2578,8,BT549,1
3367,15,5284616,104,BT549,0
354624,80,36314,46,BT549,0
9863776,117,23652660,151,MDAMB468,0
135410875,194,356653,81,BT549,0
387447,82,32874,45,BT549,0
3950,22,400633,83,BT549,0
4211,24,5284616,104,BT549,0
6442177,110,5799,36,BT549,0
216239,76,3690,20,BT549,0
249332,79,451668,88,BT549,0
96312,60,451668,88,BT549,0
249332,79,2907,13,BT549,1
208908,75,6445540,111,BT549,0
5790,35,104741,61,BT549,0
40926,49,6445540,111,BT549,0
62770,54,6445540,111,BT549,0
6419753,109,44462758,167,MDAMB468,0
104842,62,126941,65,BT549,0
3902,21,2733525,97,BT549,0
25126798,160,5360373,108,BT549,0
5394,31,148121,67,BT549,0
123631,64,3657,18,BT549,0
5799,36,667490,93,BT549,0
96312,60,2141,4,BT549,0
5453,33,216239,76,BT549,0
123631,64,454216,90,BT549,1
71384,58,5746,34,BT549,1
667490,93,32874,45,BT549,0
60198,51,6442177,110,BT549,1
5352062,107,68740,57,BT549,0
148124,68,54611422,176,BT549,1
38904,48,4842,27,BT549,0
5284616,104,5329102,106,BT549,0
3385,16,3657,18,BT549,0
71384,58,104842,62,BT549,0
11626560,138,2478,7,BT549,0
2123,3,54611422,176,BT549,0
6450551,112,216239,76,BT549,0
3385,16,5284616,104,BT549,1
38904,48,2578,8,BT549,0
11327430,130,1691,1,A549,0
5935,37,29327,44,BT549,1
9854073,115,2907,13,BT549,0
11525740,135,3685,19,HS578T,1
1550874,95,2351,6,HUH7,1
3081361,103,9444,41,ZR751,0
5394,31,60699,52,BT549,0
23725625,152,17754438,149,KPL1,0
216326,77,123608,63,BT549,0
126941,65,57469,50,BT549,0
25126798,160,96312,60,BT549,0
3902,21,5311,30,BT549,0
5035,28,457193,91,BT549,0
3062316,102,451668,88,BT549,1
216239,76,454216,90,HS578T,0
135410875,194,2141,4,BT549,0
104842,62,2187,5,BT549,0
2723601,96,444795,86,BT549,0
356653,81,60699,52,BT549,0
3081361,103,56655374,181,A549,0
3950,22,354624,80,BT549,0
444795,86,77082,59,BT549,0
2723601,96,5935,37,BT549,0
9927978,120,5394,31,BT549,0
11626560,138,4212,25,BT549,0
163659,72,24197464,153,BT549,0
11152667,126,24978538,157,KPL1,0
24776445,154,1805,2,BT549,0
1805,2,68740,57,BT549,0
354624,80,5311,30,BT549,0
4212,25,457193,91,BT549,1
3657,18,9703,42,BT549,0
9927978,120,3062316,102,BT549,0
126941,65,32874,45,BT549,0
135410875,194,2662,9,BT549,0
38904,48,3657,18,BT549,0
6442177,110,2187,5,BT549,0
452548,89,5352062,107,BT549,1
5799,36,29327,44,BT549,0
148121,67,4114,23,BT549,0
123608,63,2578,8,BT549,0
1805,2,9703,42,BT549,0
4842,27,451668,88,BT549,1
4211,24,441203,85,BT549,0
11626560,138,9927978,120,BT549,0
452548,89,444795,86,BT549,0
5790,35,6442177,110,BT549,0
10127622,123,11556711,136,KPL1,0
1546,0,387447,82,BT549,0
5284616,104,126941,65,BT549,0
132971,66,5329102,106,BT549,1
5935,37,176871,74,BT549,0
60198,51,444795,86,BT549,0
444795,86,454216,90,BT549,0
156422,71,46215815,169,MDAMB468,0
1546,0,4114,23,BT549,0
5790,35,3062316,102,BT549,0
5311,30,4842,27,BT549,0
444795,86,4114,23,BT549,0
11525740,135,135410875,194,BT549,0
2723601,96,3367,15,BT549,0
25126798,160,2578,8,BT549,0
135398738,192,3657,18,BT549,0
249332,79,148121,67,HS578T,0
4114,23,3685,19,BT549,0
123631,64,4114,23,BT549,0
11488320,132,10127622,123,BT549,1
2478,7,2141,4,BT549,0
2662,9,451668,88,BT549,0
1546,0,6239,39,BT549,0
3081361,103,2719,11,ZR751,1
123608,63,54611422,176,BT549,0
2733525,97,3685,19,BT549,0
25126798,160,2123,3,BT549,0
2123,3,24197464,153,BT549,0
123631,64,135330301,190,KPL1,0
1805,2,5935,37,BT549,1
11525740,135,104741,61,BT549,1
135410875,194,249332,79,BT549,1
5394,31,241902,78,BT549,0
6450551,112,2723601,96,BT549,0
123631,64,6252,40,BT549,1
123631,64,3062316,102,BT549,1
5799,36,5426,32,BT549,0
2187,5,2907,13,BT549,1
132971,66,216326,77,BT549,1
62770,54,60699,52,BT549,0
452548,89,3685,19,BT549,0
25126798,160,5329102,106,BT549,1
25227436,162,49867926,172,KPL1,0
29327,44,2578,8,BT549,0
11626560,138,667490,93,BT549,0
2733525,97,29327,44,BT549,0
123631,64,3950,22,BT549,0
454216,90,123608,63,HS578T,0
51039095,174,5311,30,KPL1,0
3081361,103,3367,15,BT549,0
51039095,174,23725625,152,MCF7,0
5291,29,96312,60,BT549,0
6442177,110,667490,93,BT549,0
451668,88,54611422,176,BT549,0
11525740,135,2478,7,BT549,0
3950,22,2123,3,BT549,0
2662,9,29327,44,BT549,0
62770,54,163659,72,HS578T,1
5352062,107,2578,8,BT549,0
6450551,112,104741,61,BT549,1
58423153,185,86661883,188,BT549,1
132971,66,6252,40,BT549,0
1546,0,356653,81,BT549,0
3950,22,2662,9,BT549,0
135398738,192,38904,48,BT549,0
11626560,138,5035,28,BT549,1
3081361,103,148195,70,ZR751,0
2187,5,3690,20,HS578T,0
148124,68,2907,13,HS578T,0
3081361,103,3690,20,BT549,1
216239,76,123608,63,BT549,0
5394,31,387447,82,BT549,0
6450551,112,57469,50,BT549,0
354624,80,4211,24,HS578T,0
11327430,130,56655374,181,A549,0
6450551,112,6239,39,BT549,1
5352062,107,3657,18,BT549,0
148124,68,451668,88,BT549,1
25126798,160,2907,13,BT549,0
71384,58,3685,19,BT549,0
1546,0,104842,62,BT549,0
51039095,174,25227436,162,BT549,1
6252,40,2907,13,BT549,0
5291,29,667490,93,BT549,0
5360373,108,176871,74,BT549,0
123631,64,25136944,161,BT549,1
2478,7,441203,85,BT549,0
24197464,153,2141,4,BT549,0
457193,91,36314,46,BT549,1
457193,91,5935,37,MDAMB468,0
38904,48,387447,82,BT549,1
23725625,152,25262792,163,BT549,1
452548,89,9703,42,BT549,0
66541,56,25023738,158,MDAMB468,0
2708,10,135401907,193,BT549,0
9854073,115,60198,51,BT549,1
104842,62,148121,67,BT549,0
6194,38,5394,31,BT549,0
6252,40,5311,30,BT549,0
644241,92,104741,61,BT549,0
1805,2,40926,49,BT549,0
123631,64,96312,60,BT549,0
11525740,135,62770,54,BT549,0
71384,58,176871,74,BT549,1
216326,77,25136944,161,BT549,0
3657,18,3690,20,BT549,0
644241,92,5352062,107,BT549,0
5799,36,9703,42,BT549,0
6445540,111,387447,82,BT549,0
2478,7,24197464,153,BT549,0
354624,80,176871,74,BT549,0
38904,48,5394,31,BT549,0
77082,59,40926,49,BT549,0
208908,75,454216,90,BT549,0
5035,28,2723601,96,BT549,0
6252,40,36314,46,BT549,0
452548,89,5746,34,BT549,1
3367,15,3690,20,BT549,0
3062316,102,9703,42,BT549,0
11626560,138,1546,0,BT549,0
354624,80,216239,76,BT549,0
104842,62,4211,24,BT549,0
5352062,107,241902,78,BT549,0
49847690,171,10127622,123,HCC1187,1
241902,78,6445540,111,BT549,0
6252,40,5284616,104,BT549,0
5394,31,29327,44,BT549,0
10127622,123,148177,69,KPL1,0
24776445,154,5426,32,BT549,1
5352062,107,6442177,110,BT549,0
400633,83,208908,75,BT549,0
132971,66,454216,90,BT549,1
123608,63,6239,39,BT549,0
16659841,144,449459,87,KPL1,1
148121,67,135401907,193,BT549,1
216239,76,24197464,153,BT549,0
40926,49,451668,88,BT549,0
24776445,154,148124,68,BT549,0
457193,91,148124,68,BT549,1
9826528,114,25126798,160,MDAMB468,0
2708,10,1805,2,BT549,0
25136944,161,11626560,138,BT549,0
3081361,103,25126798,160,BT549,1
3950,22,6252,40,BT549,0
132971,66,25126798,160,BT549,1
3385,16,457193,91,HS578T,1
38904,48,6442177,110,BT549,0
23725625,152,24978538,157,KPL1,1
9956119,122,25023738,158,MDAMB468,0
36314,46,123608,63,HS578T,0
25126798,160,667490,93,BT549,0
24776445,154,387447,82,BT549,0
3657,18,54611422,176,BT549,0
5935,37,6445540,111,BT549,0
644241,92,216239,76,BT549,1
2733525,97,4842,27,BT549,0
36462,47,400633,83,BT549,0
135398738,192,68740,57,BT549,0
6450551,112,60198,51,BT549,0
11683,43,451668,88,BT549,0
5799,36,2123,3,BT549,0
135410875,194,57469,50,BT549,0
454216,90,57469,50,BT549,0
23652660,151,25126798,160,MDAMB468,0
452548,89,2123,3,BT549,0
6450551,112,3081361,103,BT549,1
356653,81,2141,4,BT549,0
60198,51,2123,3,BT549,0
216239,76,451668,88,BT549,0
11683,43,163659,72,MCF7,0
444795,86,5426,32,BT549,0
5284616,104,3690,20,BT549,0
249332,79,3685,19,BT549,1
2708,10,5790,35,BT549,0
25126798,160,135401907,193,BT549,1
2123,3,5394,31,BT549,0
62770,54,176871,74,BT549,0
5935,37,2478,7,BT549,1
5284616,104,5799,36,BT549,0
3385,16,24197464,153,BT549,0
2187,5,5746,34,HS578T,0
5291,29,441203,85,BT549,0
216239,76,2907,13,HS578T,1
3081361,103,5935,37,BT549,0
135398738,192,5394,31,BT549,0
9854073,115,387447,82,BT549,1
9858940,116,9926586,119,MDAMB468,1
51039095,174,17754438,149,KPL1,1
5426,32,3690,20,BT549,0
9927978,120,3657,18,BT549,0
11626560,138,441203,85,BT549,0
11683,43,3685,19,BT549,1
216326,77,57469,50,BT549,1
2723601,96,40926,49,BT549,0
24776445,154,5284616,104,BT549,0
24978538,157,36462,47,A549,1
5790,35,3367,15,BT549,0
24776445,154,3690,20,BT549,1
6450551,112,3367,15,BT549,0
2708,10,3657,18,BT549,0
11626560,138,60699,52,BT549,0
57469,50,176871,74,BT549,1
452548,89,3367,15,BT549,0
60198,51,40926,49,BT549,1
51039095,174,148195,70,KPL1,1
3081361,103,68740,57,BT549,1
6194,38,454216,90,BT549,0
25126798,160,9927978,120,BT549,0
5453,33,2187,5,BT549,1
123631,64,5394,31,BT549,0
208908,75,2478,7,BT549,1
135398738,192,6442177,110,BT549,0
25227436,162,45375953,168,KPL1,1
11152667,126,4261,26,KPL1,1
123631,64,2478,7,BT549,0
126941,65,2907,13,BT549,0
36462,47,96312,60,BT549,0
444795,86,2187,5,BT549,0
444795,86,104741,61,BT549,1
2708,10,2478,7,BT549,0
5360373,108,441203,85,BT549,1
135398738,192,123608,63,BT549,0
249332,79,2141,4,BT549,0
104741,61,4114,23,BT549,0
454216,90,5426,32,BT549,0
11488320,132,52913813,175,BT549,0
36462,47,11683,43,BT549,0
36314,46,9703,42,BT549,0
2708,10,241902,78,BT549,0
96312,60,104842,62,BT549,0
135401907,193,40926,49,BT549,0
6450551,112,40926,49,BT549,1
3062316,102,40926,49,BT549,0
5035,28,1805,2,BT549,0
208908,75,123608,63,BT549,1
135410875,194,3690,20,BT549,0
452548,89,96312,60,BT549,0
11626560,138,4211,24,BT549,1
5453,33,5291,29,BT549,0
2733525,97,3062316,102,BT549,0
6194,38,3690,20,BT549,0
135401907,193,176871,74,BT549,0
132971,66,2907,13,BT549,0
3657,18,32874,45,BT549,0
452548,89,32874,45,BT549,0
9854073,115,11683,43,BT549,0
11683,43,249332,79,BT549,0
148121,67,6239,39,BT549,0
354624,80,3062316,102,BT549,0
11525740,135,4212,25,BT549,0
249332,79,24197464,153,BT549,0
5394,31,5799,36,BT549,0
3081361,103,6445540,111,BT549,1
24776445,154,5329102,106,BT549,0
5284616,104,148121,67,BT549,0
5352062,107,24197464,153,BT549,0
4114,23,2141,4,BT549,0
135398738,192,3690,20,BT549,0
54611422,176,176871,74,BT549,0
11626560,138,3062316,102,BT549,1
57469,50,6445540,111,BT549,0
5790,35,208908,75,BT549,0
6442177,110,5746,34,BT549,0
51039095,174,9444,41,KPL1,0
126941,65,135401907,193,BT549,0
400633,83,4211,24,BT549,0
208908,75,32874,45,BT549,0
11488320,132,24856436,155,KPL1,0
3367,15,5329102,106,BT549,0
2187,5,54611422,176,BT549,0
5426,32,60699,52,BT549,0
135398501,191,9858940,116,MDAMB468,0
9854073,115,135401907,193,BT549,0
11152667,126,11625818,137,KPL1,0
24197464,153,2578,8,BT549,1
132971,66,135398738,192,BT549,0
3950,22,40926,49,BT549,0
3081361,103,6442177,110,ZR751,0
11626560,138,123608,63,BT549,0
1546,0,60699,52,BT549,0
96312,60,5352062,107,BT549,0
1546,0,77082,59,BT549,0
5746,34,60699,52,BT549,0
644241,92,36314,46,BT549,1
249332,79,5799,36,BT549,0
5291,29,5329102,106,BT549,0
354624,80,6239,39,BT549,0
36314,46,5746,34,BT549,1
